sentence,true_label,pred_label
Tom has three children from a previous marriage.,eng,spa
If only I had taken your advice.,eng,spa
Get your paws off of me.,eng,spa
"I love you, Laurie.",eng,spa
Nochebuena es víspera de Navidad.,spa,spa
¿Quién mira al cielo?,spa,spa
Fue una decisión fácil de tomar.,spa,spa
Mary vino al hospital.,spa,spa
Mañana ayudaré a Tom.,spa,spa
I'm dying to have a cup of coffee.,eng,spa
Where can I buy a shirt like that?,eng,eng
How many more weeks do you think Tom will want to do that?,eng,eng
¿Puedes quedarte un rato?,spa,spa
Tom said he should do that.,eng,eng
Is it Friday?,eng,spa
Comiendo se abre el apetito.,spa,spa
Tom thought Mary might be permitted to do that.,eng,eng
Tom told me that he thought Mary was uncomfortable.,eng,spa
Los camellos pueden recorrer cientos de kilómetros durante varios días sin beber una gota de agua.,spa,spa
You're an ignorant fool.,eng,spa
"When I was young, the hippest thing a kid could own was a transistor radio.",eng,spa
Ciertamente no es oro todo lo que reluce.,spa,spa
Help yourself to anything you like.,eng,spa
Do you remember what happened to Tom?,eng,spa
We organized our CDs by artist.,eng,eng
Please wait ten minutes.,eng,spa
The girl was quick as a flash.,eng,spa
Mañana toca comprar.,spa,eng
¡La vista es tan hermosa!,spa,spa
I'm pleased with Tom's performance.,eng,spa
Tom must've thought Mary already knew how to do that.,eng,eng
No lo conocía muy bien.,spa,spa
I'm going to Australia tomorrow.,eng,spa
Tom hasn't done much in a while.,eng,spa
I assumed that Tom would agree to do that.,eng,eng
Fui a la tienda de libros.,spa,spa
I didn't know Tom was your father.,eng,eng
Este hotel tiene alojamiento para 1000 clientes.,spa,spa
Do you know the song Tom and Mary want you to sing?,eng,spa
Mary gave all her money to Tom.,eng,spa
No creo que llueva esta tarde.,spa,spa
Me las arreglo bastante bien ahora con mi nuevo bastón.,spa,eng
Her playing is full of wrong notes.,eng,spa
Everyone except Tom knew that he didn't need to do that.,eng,eng
Él y yo somos compañeros de clase.,spa,spa
¡Usted no imagina la eficacia de aquel equipo de sonido!,spa,spa
This is the life.,eng,spa
"If you wish to be treated like an educated person, you have to become an educated person.",eng,spa
Layla is a self-absorbed woman.,eng,spa
Ella se puso de vuelta sus lentes.,spa,spa
I'll miss you while you're gone.,eng,spa
Most people who hear Tom and Mary speaking French would never guess that they weren't native speakers.,eng,spa
Where's the exit?,eng,eng
Creía que tenías un acuerdo con Tom.,spa,spa
He has sold the rest of his books.,eng,spa
"He seems quite happy, doesn't he?",eng,spa
"Él me dio algo de pan, también algo de leche.",spa,spa
It is within the bounds of possibility that she will succeed.,eng,spa
Let's toast to love!,eng,eng
Abróchate la chaqueta.,spa,spa
Tom had the last laugh.,eng,spa
I've spoken in French with Tom many times.,eng,spa
Ella se decidió a pasar la selectividad.,spa,spa
I thought that the way Tom handled that was good.,eng,spa
I won't do that unless you help me.,eng,spa
No está fácil.,spa,spa
Her ambition pushed her to work hard.,eng,spa
She read the children an amusing story.,eng,spa
Tom is going to give me a haircut this weekend.,eng,spa
Don't thank me now.,eng,spa
Tom and Mary said they thought I might not want to do that.,eng,eng
Le envié algo de dinero a Tom.,spa,spa
¿Podrías abrir la ventana por favor?,spa,eng
I am still a bit sore after my operation.,eng,spa
Se tapó las orejas con ambas manos para no oír el ruido.,spa,spa
¡Tatoeba ha llegado a ochocientas mil oraciones!,spa,eng
"My husband, my son and I each have a key to the flat.",eng,eng
"Si estuviera en tu posición, no sabría qué hacer.",spa,eng
Esta caja no es bastante grande para todas esas cosas.,spa,spa
"Su padre no vendrá, está ocupado.",spa,spa
A veces estudio.,spa,spa
Todos estos estudiantes estudian inglés.,spa,spa
¿Cuál es vuestro hotel favorito en Boston?,spa,spa
Me espero lo peor.,spa,eng
Solo tengo la mitad de libros que él.,spa,spa
"Me alegra que disfrutes esquiando, pero supongo que tan solo no es lo mío.",spa,spa
"Las langostas no tienen pinzas, los bogavantes si tienen pinzas.",spa,spa
Ella y yo hemos estado casadas durante 30 años.,spa,spa
¿Puedes explicar como se puede reconocer la excelente labor de los empleados?,spa,spa
Sé de qué se trata.,spa,spa
¡Ve con ellos!,spa,eng
They're not here for you.,eng,spa
Please answer either by nodding or shaking your head.,eng,spa
Lo hizo.,spa,spa
Los empleados quieren formar un sindicato.,spa,spa
"Sami and Layla managed to stay together for six years, but it was a shell of a marriage.",eng,spa
No juegues en esta habitación.,spa,spa
Sigo sin poder verlo.,spa,spa
I still think about her.,eng,eng
I want to get a real job.,eng,spa
Tom won't come to Australia until next week.,eng,eng
Ask Tom if he wants to do that with us.,eng,spa
Yo estudié antes de la cena.,spa,spa
Cada uno cosecha lo que siembra.,spa,spa
Trató de convencerlo para que fuera a la reunión.,spa,spa
"Apresúrate; no te fíes de las horas venideras. El que hoy no está dispuesto, menos lo estará mañana.",spa,spa
"En el Montevideo antiguo, las casas eran construidas de adobe, piedras y cueros.",spa,spa
They told me that they liked my idea.,eng,spa
La comida pronto va a estar lista.,spa,spa
He comes on strong.,eng,spa
A committee of experts determines how to allocate the money.,eng,spa
They didn't know what they should say.,eng,spa
¿Te gusta ir al cine?,spa,spa
What would you do if your house was haunted?,eng,spa
Él estudió lingüísticamente varias lenguas.,spa,spa
Muchas gracias por haberme advertido.,spa,spa
I have decided to carry on the work.,eng,eng
When does your father leave his office?,eng,spa
Quiero que sea sorpresa.,spa,spa
Nosotros sabemos que son gente ocupada.,spa,spa
Tom leaned back.,eng,eng
He told me that he understood.,eng,spa
I awoke with a start because of the fire.,eng,spa
El nivel de vida se hizo mucho peor.,spa,eng
I asked her out.,eng,eng
That's not too fun.,eng,spa
Why did you want to speak to me?,eng,spa
No es de oquis ir a la universidad.,spa,spa
What color shirts were Tom and Mary wearing yesterday?,eng,spa
He took the package to the post office.,eng,spa
I'd like you to get two adjacent rooms.,eng,spa
Mi pasatiempo es coleccionar monedas antiguas.,spa,spa
My parents gave me a house when we got married.,eng,spa
Han subido los precios y ahora está todo mucho más caro.,spa,spa
Las fórmulas de la volatilidad son bastante complejas.,spa,spa
Nosotros creemos que estamos haciendo lo correcto.,spa,spa
It was not an accident.,eng,eng
The crew had to abandon the sinking ship.,eng,spa
What size boots do you wear?,eng,eng
Tom spent a lot of time talking with Mary.,eng,spa
The tragic mistake affected many people.,eng,spa
"God gave you a penis and a brain, but only enough blood to run one at a time.",eng,spa
Setenta u ochenta años es la duración normal de la vida del hombre.,spa,spa
"Puedes matar a una persona, pero no puedes matar una idea.",spa,spa
I think Tom understands all that.,eng,eng
Ken es amable con las chicas.,spa,spa
Tom is now attending a conference in Boston.,eng,spa
Sabes que soy más inteligente que vos.,spa,spa
Are you related to me?,eng,spa
Mary was shocked when I told her that.,eng,eng
Tom made it clear that he didn't plan to go to Boston.,eng,spa
Your breath stinks.,eng,spa
No answer is necessary.,eng,spa
Nuestra hermana estará pronto con nosotros.,spa,spa
¿Vos reconocerías a Tom?,spa,spa
"Incluso ahora, de vez en cuando hay réplicas de terremoto.",spa,spa
Tom refused to admit he'd done that.,eng,eng
I usually eat lunch with Tom two or three times a week.,eng,eng
Tom is trying to figure out what he needs to do.,eng,spa
There's nothing more to drink.,eng,eng
María tiene cuatro hermanos.,spa,spa
Mary says she thinks it's not possible to do that.,eng,eng
Tom's ideas seemed crazy.,eng,spa
Have Tom and Mary ever done that?,eng,eng
Numerous other lawsuits are pending.,eng,spa
Tom and Mary went to the same junior high school.,eng,spa
Ellos cocinan.,spa,spa
Estoy tan avergonzada.,spa,spa
I also cried.,eng,spa
Están intentando contactarla.,spa,spa
Tom isn't lonely now.,eng,spa
¿Has visto alguna vez a una araña tejer su tela de araña?,spa,spa
There is no point in deluding yourself; you know it well that she's just playing games with you.,eng,spa
Te voy a dar un palazo.,spa,spa
Corriste de vuelta hacia acá.,spa,eng
"Even though I'd been trying to avoid Mary, I ran into her in front of the library.",eng,spa
Tom began dating Mary about three months ago.,eng,spa
No dejo de pensar en él.,spa,spa
Esta frase incluye varios errores.,spa,spa
"Y, muchas veces, he llorado.",spa,spa
Tom tiene que hacer algunas compras.,spa,spa
We're relatives by marriage.,eng,spa
Aren't you ever going to leave?,eng,spa
"Regardless what you may do, the outcome will still be the same.",eng,spa
Mary quickly checked her makeup.,eng,spa
Ese ruido me despertó.,spa,spa
Tenía mucho que estudiar para el examen.,spa,spa
Mr. Jackson was my French teacher when I was in high school.,eng,spa
Nadie sabe hacia dónde fue Tom.,spa,spa
Mary swore she'd never do that.,eng,eng
"Bebo, dijo él, ""por las personas enterradas que descansan a nuestro alrededor."" ""Y yo por tu larga vida.""",spa,eng
Tom and Mary eat hotdogs whenever they can.,eng,spa
Children filled the room.,eng,spa
Tom found a way to get it done.,eng,spa
En su juventud se levantaba temprano.,spa,spa
"Today, the Ministry of Health announced that it has stopped distribution of and is recalling a medicine for children due to the problem of heart related side effects. The government has taken this into account and has forbidden the importation of this medicine.",eng,spa
Tom lit the oven.,eng,spa
Yo no tenía el coraje de decirle la verdad.,spa,spa
Go down into the cellar and get us a couple of bottles of wine.,eng,spa
Tomás compró algunos profilácticos.,spa,spa
My speaking and listening are not as good as my writing.,eng,spa
Tom was killed with a poisoned arrow.,eng,spa
I don't think that it's important.,eng,eng
Todo salió al revés.,spa,spa
Es un culturista.,spa,spa
Could you please do me a favor?,eng,eng
I need to tell Tom what to do.,eng,spa
I became intrigued.,eng,spa
La foto fue un engaño.,spa,spa
The boss wouldn't let us go home early.,eng,spa
Pido disculpas por haberte molestado así.,spa,spa
Volvió a hender el cuerpo de su oponente con la afilada espada.,spa,spa
I'll stay in Berlin for ten days.,eng,spa
Tom me pidió que te dijera algo.,spa,spa
Tuve que decirle a Tom.,spa,spa
"A este lugar lo llamaban ""la fosa de la muerte"", y yo no estoy para nada interesado en saber el porqué.",spa,spa
Podís ubicarme en este número.,spa,spa
Tom no quiere que hagas eso.,spa,spa
Mantente en calma.,spa,spa
Peleamos una dura batalla.,spa,spa
I can't believe Tom hasn't called.,eng,spa
Está andando en patineta.,spa,spa
Tom no suele llegar tarde a la escuela.,spa,spa
Mi saldo es negativo.,spa,spa
I'll help Mary do what she needs to do.,eng,spa
Tengo que dejarlo.,spa,spa
The house gets painted every five years.,eng,spa
Una herradura y un trébol de cuatro hojas dan suerte.,spa,spa
Choose a food from each part of the menu.,eng,spa
Sami wanted to visit Florida's Atlantic coast.,eng,eng
El recolector de residuos ya pasó.,spa,spa
Tom no ha visto el vídeo todavía.,spa,spa
I don't think I'll kiss Tom anymore.,eng,spa
Do Tom and Mary often come here?,eng,spa
¿Cuál es tu gato?,spa,spa
Le daré estos boletos a quienquiera que los quiera.,spa,spa
"Por favor, envíame la forma de la aplicación por fax.",spa,spa
Do you live by yourself?,eng,spa
Vamos a quedar en frente del teatro.,spa,spa
"¡Alto, por favor!",spa,eng
They say they'll leave on Monday.,eng,spa
I'll do as you wish.,eng,spa
El tema principal del libro es la Revolución Americana.,spa,spa
¿Para qué sirven los marcapasos?,spa,spa
Me hace ilusión que mis profesores tengan ganas de trabajar.,spa,spa
His father has never been abroad.,eng,spa
Tengo poco apetito.,spa,spa
There's little cause for optimism.,eng,spa
The rain spoiled our picnic.,eng,spa
"Me robaron el dinero, la cartera y los documentos.",spa,spa
Algunas veces él parece muy distante.,spa,spa
Brazil's population is much larger than that of other Portuguese-speaking countries.,eng,spa
I don't need your assistance anymore.,eng,spa
Tom and Mary said John wanted them to do that for them.,eng,spa
I didn't want to make the same mistake twice.,eng,spa
"Tom acted happy, but deep inside he was sad.",eng,spa
There is no prescription for a common cold.,eng,spa
Yo creo que el gato pertenece al vecino que vive directamente al otro lado de la calle.,spa,spa
I think Mary blames herself.,eng,spa
No debéis quedaros fuera tan tarde.,spa,spa
"Incitadores al odio, ¡unámonos!",spa,eng
"We don't see this eye to eye, but it's not me who is wrong.",eng,spa
Él pasó sin siquiera mirarme.,spa,spa
Tenemos un club de boxeo en la escuela.,spa,spa
No sabía que podías cocinar tan bien.,spa,spa
"Por cierto, la pastelería conocida como ""Shu Cream"" en Japón no es conocida bajo este nombre ni en Inglaterra ni en Francia. Si tu pides una ""crema Shu"" en Inglaterra, acabarás cómicamente recibiendo crema para limpieza de zapatos.",spa,spa
We'll have to wait for Tom's response.,eng,spa
Es hora de estudiar japonés.,spa,spa
He thrust some coins into my pocket.,eng,eng
Tom encendió la luz.,spa,spa
No estoy familiarizado con eso.,spa,spa
Where can Tom be?,eng,spa
Fue tonto de tu parte confiar en ellos.,spa,spa
Supongo que nadie cree en esta historia.,spa,spa
Hablar es una cosa y escribir es otra.,spa,spa
Tom can't stay for long.,eng,spa
Quiero amarte para siempre.,spa,spa
Tom has had a medical emergency.,eng,spa
"Soy sordo, y no puedo escucharte.",spa,spa
I let Mary talk me into helping her.,eng,eng
Me he mordido en la lengua hasta hacerla sangrar.,spa,eng
Whom do you respect most in your life?,eng,spa
Nosotros en realidad no podemos predecir nada.,spa,spa
Engaña a todo el mundo.,spa,spa
Las casas grandes son costosas para vivir.,spa,eng
¿Quieres darme una mano?,spa,spa
I think that Tom would like Mary to do that for John.,eng,spa
I wanted to make sure.,eng,spa
Esa es mi escuela.,spa,spa
The washing machine is out of order.,eng,eng
I noticed that.,eng,eng
You've cut my hair too short.,eng,eng
The fire is getting worse.,eng,spa
Iron is harder than gold.,eng,spa
Esta flor huele bien.,spa,spa
Con el paso de los años su cabello se volvió gris.,spa,spa
Can you do that today?,eng,spa
"Muéstreme los de manga corta, por favor.",spa,eng
Estoy viendo la corona.,spa,spa
Solo tengo cinco días de vacaciones este verano.,spa,spa
Se quedó en la cama porque no se sentía bien.,spa,spa
Tom reflected on what he had done.,eng,spa
I know that Tom is a little disappointed.,eng,spa
Me quedo con esto: me gusta el color.,spa,eng
I tried to talk to her.,eng,eng
